序号,大包号,客户来源,创建时间(UTC+08:00),来源仓,计费重,预计件数,实际件数,渠道,状态,目的国,起运港,目的港,MBL提单号,分单号,业务编号,箱号,封号,装箱时间(UTC+08:00),装箱人,仓干交接时间(UTC+08:00),仓干交接人,清关口岸,提单收件人,批次号,车牌号
1044,KRRM04319453,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,20300.000,14,14,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:03,韩龙盼,2026-05-14 08:49:52,丛焕楷,,,D001630-W260514-0001,LFEF086
1045,KRRM04317344,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,8354.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:03,韩龙盼,2026-05-14 08:59:46,丛焕楷,,,D001630-W260514-0001,LFEF086
1046,KRRM04317713,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3795.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:52:41,韩龙盼,2026-05-14 09:13:48,丛焕楷,,,D001630-W260514-0001,LFEF086
1047,KRRM04317658,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3858.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:53:17,韩龙盼,2026-05-14 09:13:59,丛焕楷,,,D001630-W260514-0001,LFEF086
1048,KRRM04317341,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2724.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:39:36,韩龙盼,2026-05-14 08:58:56,丛焕楷,,,D001630-W260514-0001,LFEF086
1049,KRRM04317727,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2812.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:16:51,韩龙盼,2026-05-14 09:13:18,丛焕楷,,,D001630-W260514-0001,LFEF086
1050,KRRM04317669,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2698.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:09:30,韩龙盼,2026-05-14 09:13:23,丛焕楷,,,D001630-W260514-0001,LFEF086
1051,KRRM04319409,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,22300.000,33,33,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:47:14,韩龙盼,2026-05-14 08:49:10,丛焕楷,,,D001630-W260514-0001,LFEF086
1052,KRRM04317673,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2122.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:17:52,韩龙盼,2026-05-14 09:13:01,丛焕楷,,,D001630-W260514-0001,LFEF086
1053,KRRM04317440,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3961.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:53:15,韩龙盼,2026-05-14 09:13:52,丛焕楷,,,D001630-W260514-0001,LFEF086
1054,KRRM04317470,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3939.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:35,韩龙盼,2026-05-14 08:59:15,丛焕楷,,,D001630-W260514-0001,LFEF086
1055,KRRM04319315,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,20100.000,19,19,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:47:27,韩龙盼,2026-05-14 08:49:21,丛焕楷,,,D001630-W260514-0001,LFEF086
1056,KRRM04317708,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3911.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:52:36,韩龙盼,2026-05-14 09:13:55,丛焕楷,,,D001630-W260514-0001,LFEF086
1057,KRRM04317679,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,6263.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:22:51,韩龙盼,2026-05-14 08:57:32,丛焕楷,,,D001630-W260514-0001,LFEF086
1058,KRRM04319194,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,24400.000,36,36,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:40:59,韩龙盼,2026-05-14 08:49:25,丛焕楷,,,D001630-W260514-0001,LFEF086
1059,KRRM04319990,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,28400.000,73,73,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:11:44,韩龙盼,2026-05-14 09:06:22,丛焕楷,,,D001630-W260514-0001,LFEF086
1060,KRRM04317507,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,6433.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:40:06,韩龙盼,2026-05-14 08:58:57,丛焕楷,,,D001630-W260514-0001,LFEF086
1061,KRRM04319117,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,14700.000,13,13,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:45:51,韩龙盼,2026-05-14 09:20:19,丛焕楷,,,D001630-W260514-0001,LFEF086
1062,KRRM04317682,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4405.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:36:17,韩龙盼,2026-05-14 08:57:17,丛焕楷,,,D001630-W260514-0001,LFEF086
1063,KRRM04319406,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,19697.000,26,26,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:14,韩龙盼,2026-05-14 08:50:11,丛焕楷,,,D001630-W260514-0001,LFEF086
1064,KRRM04317408,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2676.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:39:39,韩龙盼,2026-05-14 08:59:18,丛焕楷,,,D001630-W260514-0001,LFEF086
1065,KRRM04319999,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,17000.000,16,16,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:11:23,韩龙盼,2026-05-14 09:06:11,丛焕楷,,,D001630-W260514-0001,LFEF086
1066,KRRM04317518,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3798.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:23:10,韩龙盼,2026-05-14 08:58:54,丛焕楷,,,D001630-W260514-0001,LFEF086
1067,KRRM04319218,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,21000.000,29,29,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:45:35,韩龙盼,2026-05-14 08:49:31,丛焕楷,,,D001630-W260514-0001,LFEF086
1068,KRRM04317548,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4976.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:13,韩龙盼,2026-05-14 08:57:41,丛焕楷,,,D001630-W260514-0001,LFEF086
1069,KRRM04317411,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2690.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:39:21,韩龙盼,2026-05-14 08:59:19,丛焕楷,,,D001630-W260514-0001,LFEF086
1070,KRRM04319220,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,19000.000,12,12,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:44:02,韩龙盼,2026-05-14 09:22:14,丛焕楷,,,D001630-W260514-0001,LFEF086
1071,KRRM04319292,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,13800.000,11,11,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:47:17,韩龙盼,2026-05-14 08:48:48,丛焕楷,,,D001630-W260514-0001,LFEF086
1072,KRRM04319327,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,19600.000,37,37,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:41:09,韩龙盼,2026-05-14 08:49:57,丛焕楷,,,D001630-W260514-0001,LFEF086
1073,KRRM04317584,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3407.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:48,韩龙盼,2026-05-14 08:57:43,丛焕楷,,,D001630-W260514-0001,LFEF086
1074,KRRM04317500,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4316.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:37,韩龙盼,2026-05-14 08:57:06,丛焕楷,,,D001630-W260514-0001,LFEF086
1075,KRRM04317267,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2717.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:33,韩龙盼,2026-05-14 09:00:27,丛焕楷,,,D001630-W260514-0001,LFEF086
1076,KRRM04317398,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3951.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:38:27,韩龙盼,2026-05-14 08:59:06,丛焕楷,,,D001630-W260514-0001,LFEF086
1077,KRRM04317391,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3911.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:30:59,韩龙盼,2026-05-14 08:59:35,丛焕楷,,,D001630-W260514-0001,LFEF086
1078,KRRM04319323,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,22900.000,35,35,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:47:20,韩龙盼,2026-05-14 08:49:16,丛焕楷,,,D001630-W260514-0001,LFEF086
1079,KRRM04317801,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4260.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:54:09,韩龙盼,2026-05-14 09:13:29,丛焕楷,,,D001630-W260514-0001,LFEF086
1080,KRRM04319369,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,23600.000,32,32,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:47:26,韩龙盼,2026-05-14 08:49:03,丛焕楷,,,D001630-W260514-0001,LFEF086
1081,KRRM04317368,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2518.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:30:11,韩龙盼,2026-05-14 08:59:03,丛焕楷,,,D001630-W260514-0001,LFEF086
1082,KRRM04319261,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,20000.000,25,25,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:35:51,韩龙盼,2026-05-14 08:50:14,丛焕楷,,,D001630-W260514-0001,LFEF086
1083,KRRM04317376,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2701.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:30:31,韩龙盼,2026-05-14 08:59:13,丛焕楷,,,D001630-W260514-0001,LFEF086
1084,KRRM04319062,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,20000.000,18,18,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:48:13,韩龙盼,2026-05-14 09:21:15,丛焕楷,,,D001630-W260514-0001,LFEF086
1085,KRRM04317266,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,8164.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:36:13,韩龙盼,2026-05-14 09:00:21,丛焕楷,,,D001630-W260514-0001,LFEF086
1086,KRRM04317278,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4354.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:29:54,韩龙盼,2026-05-14 09:00:07,丛焕楷,,,D001630-W260514-0001,LFEF086
1087,KRRM04317385,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2314.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:31:40,韩龙盼,2026-05-14 08:58:48,丛焕楷,,,D001630-W260514-0001,LFEF086
1088,KRRM04317388,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3855.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:08,韩龙盼,2026-05-14 08:58:41,丛焕楷,,,D001630-W260514-0001,LFEF086
1089,KRRM04317288,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2747.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:30:20,韩龙盼,2026-05-14 08:59:39,丛焕楷,,,D001630-W260514-0001,LFEF086
1090,KRRM04317236,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2707.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:39:47,韩龙盼,2026-05-14 08:59:41,丛焕楷,,,D001630-W260514-0001,LFEF086
1091,KRRM04317224,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,1458.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:31:59,韩龙盼,2026-05-14 09:00:04,丛焕楷,,,D001630-W260514-0001,LFEF086
1092,KRRM04317270,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,6374.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:31:47,韩龙盼,2026-05-14 09:00:09,丛焕楷,,,D001630-W260514-0001,LFEF086
1093,KRRM04318985,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,17000.000,20,20,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:44:16,韩龙盼,2026-05-14 09:20:25,丛焕楷,,,D001630-W260514-0001,LFEF086
1094,KRRM04317447,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3908.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:54:30,韩龙盼,2026-05-14 09:13:44,丛焕楷,,,D001630-W260514-0001,LFEF086
1095,KRRM04317590,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4386.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:43:38,韩龙盼,2026-05-14 08:55:52,丛焕楷,,,D001630-W260514-0001,LFEF086
1096,KRRM04317736,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4399.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:23:05,韩龙盼,2026-05-14 08:57:02,丛焕楷,,,D001630-W260514-0001,LFEF086
1097,KRRM04318957,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3628.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:03:12,韩龙盼,2026-05-14 09:19:39,丛焕楷,,,D001630-W260514-0001,LFEF086
1098,KRRM04317262,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,7122.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:21:44,韩龙盼,2026-05-14 09:00:49,丛焕楷,,,D001630-W260514-0001,LFEF086
1099,KRRM04317634,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2729.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:54:16,韩龙盼,2026-05-14 09:13:26,丛焕楷,,,D001630-W260514-0001,LFEF086
1100,KRRM04317638,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3418.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:10:00,韩龙盼,2026-05-14 09:12:50,丛焕楷,,,D001630-W260514-0001,LFEF086
1101,KRRM04317610,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2684.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:52:57,韩龙盼,2026-05-14 09:13:45,丛焕楷,,,D001630-W260514-0001,LFEF086
1102,KRRM04317300,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4309.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:22,韩龙盼,2026-05-14 08:59:51,丛焕楷,,,D001630-W260514-0001,LFEF086
1103,KRRM04317593,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2523.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:26,韩龙盼,2026-05-14 08:58:00,丛焕楷,,,D001630-W260514-0001,LFEF086
1104,KRRM04319198,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,19800.000,16,16,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:46:02,韩龙盼,2026-05-14 09:22:03,丛焕楷,,,D001630-W260514-0001,LFEF086
1105,KRRM04319989,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,20700.000,17,17,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:57:37,韩龙盼,2026-05-14 09:15:08,丛焕楷,,,D001630-W260514-0001,LFEF086
1106,KRRM04318914,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3493.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:04:30,韩龙盼,2026-05-14 09:19:59,丛焕楷,,,D001630-W260514-0001,LFEF086
1107,KRRM04317303,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3753.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:36:56,韩龙盼,2026-05-14 09:00:30,丛焕楷,,,D001630-W260514-0001,LFEF086
1108,KRRM04319426,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,18000.000,26,26,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:10,韩龙盼,2026-05-14 08:49:55,丛焕楷,,,D001630-W260514-0001,LFEF086
1109,KRRM04317310,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2302.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:29:32,韩龙盼,2026-05-14 08:59:29,丛焕楷,,,D001630-W260514-0001,LFEF086
1110,KRRM04318929,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,6288.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:03:49,韩龙盼,2026-05-14 09:23:18,丛焕楷,,,D001630-W260514-0001,LFEF086
1111,KRRM04317429,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3768.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:24,韩龙盼,2026-05-14 08:59:09,丛焕楷,,,D001630-W260514-0001,LFEF086
1112,KRRM04318965,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,1730.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:48:41,韩龙盼,2026-05-14 09:19:14,丛焕楷,,,D001630-W260514-0001,LFEF086
1113,KRRM04318974,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,5611.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:48:45,韩龙盼,2026-05-14 09:18:31,丛焕楷,,,D001630-W260514-0001,LFEF086
1114,KRRM04319788,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,22300.000,57,57,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:45:41,韩龙盼,2026-05-14 08:49:50,丛焕楷,,,D001630-W260514-0001,LFEF086
1115,KRRM04320061,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,19000.000,14,14,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:11:49,韩龙盼,2026-05-14 09:06:05,丛焕楷,,,D001630-W260514-0001,LFEF086
1116,KRRM04320159,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,20800.000,43,43,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:47:53,韩龙盼,2026-05-14 08:48:35,丛焕楷,,,D001630-W260514-0001,LFEF086
1117,KRRM04318976,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2743.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:55:02,韩龙盼,2026-05-14 09:18:44,丛焕楷,,,D001630-W260514-0001,LFEF086
1118,KRRM04317587,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3411.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:43:58,韩龙盼,2026-05-14 08:57:58,丛焕楷,,,D001630-W260514-0001,LFEF086
1119,KRRM04320016,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,21100.000,14,14,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:51:16,韩龙盼,2026-05-14 09:14:38,丛焕楷,,,D001630-W260514-0001,LFEF086
1120,KRRM04318911,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,10899.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:48:58,韩龙盼,2026-05-14 09:19:47,丛焕楷,,,D001630-W260514-0001,LFEF086
1121,KRRM04317524,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2753.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:29:33,韩龙盼,2026-05-14 08:58:32,丛焕楷,,,D001630-W260514-0001,LFEF086
1122,KRRM04319307,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,21000.000,44,44,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:46:04,韩龙盼,2026-05-14 09:22:09,丛焕楷,,,D001630-W260514-0001,LFEF086
1123,KRRM04318923,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3863.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:48:50,韩龙盼,2026-05-14 09:19:25,丛焕楷,,,D001630-W260514-0001,LFEF086
1124,KRRM04319938,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,17300.000,10,10,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:19:50,韩龙盼,2026-05-14 09:06:30,丛焕楷,,,D001630-W260514-0001,LFEF086
1125,KRRM04319003,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,8899.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:02:49,韩龙盼,2026-05-14 09:18:49,丛焕楷,,,D001630-W260514-0001,LFEF086
1126,KRRM04320119,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,15880.000,19,19,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:47:15,韩龙盼,2026-05-14 08:48:30,丛焕楷,,,D001630-W260514-0001,LFEF086
1127,KRRM04319795,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,25800.000,42,42,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:51:38,韩龙盼,2026-05-14 09:14:49,丛焕楷,,,D001630-W260514-0001,LFEF086
1128,KRRM04318990,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3295.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:49:15,韩龙盼,2026-05-14 09:23:10,丛焕楷,,,D001630-W260514-0001,LFEF086
1129,KRRM04320151,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,20700.000,9,9,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:11:34,韩龙盼,2026-05-14 09:05:57,丛焕楷,,,D001630-W260514-0001,LFEF086
1130,KRRM04318953,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,10350.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:47:25,韩龙盼,2026-05-14 09:20:05,丛焕楷,,,D001630-W260514-0001,LFEF086
1131,KRRM04319930,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,22900.000,14,14,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:50:18,韩龙盼,2026-05-14 09:14:45,丛焕楷,,,D001630-W260514-0001,LFEF086
